.:59.999 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:28.315 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:28.559 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:28.716 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:28.716 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:28.716 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:28.861 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:29.117 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:29.117 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:29.117 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:29.162 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:29.463 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:29.518 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:29.518 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:29.518 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:29.764 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:29.919 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:29.919 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:29.919 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:30.065 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:30.320 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:30.320 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:30.320 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:30.366 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:30.667 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:30.721 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:30.721 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:30.721 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:30.968 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:31.122 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:31.122 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:31.122 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:31.269 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:31.524 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:31.524 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:31.524 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:31.570 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:31.871 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:31.925 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:31.925 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:31.925 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:32.172 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:32.326 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:32.326 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:32.326 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:32.473 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:32.727 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:32.727 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:32.727 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:32.774 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.075 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.129 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.129 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.129 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.376 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.531 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.531 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.531 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.677 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.932 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.932 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.932 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:33.978 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:34.279 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:34.333 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:34.333 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:34.333 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:34.580 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:34.734 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:34.734 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:34.734 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:34.881 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:35.135 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:35.135 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:35.135 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:35.182 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:35.483 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:35.536 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:35.536 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:35.536 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:35.784 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:35.937 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:35.937 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:35.937 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:36.085 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:36.338 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:36.338 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:36.338 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:36.386 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:36.687 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:36.739 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:36.739 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:36.739 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:36.988 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:37.140 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:37.140 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:37.140 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:37.289 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:37.541 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:37.541 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:37.541 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:37.590 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:37.891 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:37.942 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:37.943 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:37.943 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:38.192 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:38.344 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:38.344 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:38.344 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:38.493 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:38.745 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:38.745 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:38.745 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:38.794 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:39.095 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:39.146 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:39.146 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:39.146 [Debug] 扫描枪1之前已通知PLC清空电芯数据，本次不执行写入，线程休眠300毫秒。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:39.396 [Debug] 读取到AT_ReadResult值为[false] ResultControler.Listen_IsReadReusltNow => ResultControler.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:39.547 [Debug] 获取Bat_Bool1值为1 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
2021-10-24 14:19:39.547 [Debug] 上一次记录为不是0，本次不更改。 SocketClient.Listen_PLCIO => SocketClient.ShowLogAsyn => AppLogger.ShowLog
